,id,identifier,name,course_type,credit,period,instructor,college,major,note
17579,68148,20181045011,计算机组成原理,专业必修,4.0,72,刘芹,国家网络安全学院,信息安全,
17580,68147,20181056029,概率论与数理统计B,公共必修,3.0,54,刘伟安,公共数学教学,信息安全,
17581,68146,20181045037,嵌入式系统安全,专业必修,3.0,54,丁玉龙,国家网络安全学院,信息安全,
17582,68145,20181045062,嵌入式系统安全实验,专业必修,1.0,0,丁玉龙,国家网络安全学院,信息安全,计算机学院C103实验室
17583,68144,20181024118,GNSS测量与数据处理实习,专业必修,1.0,0,王甫红,测绘学院,测绘工程,10-11周
17584,68143,20181055167,大学英语4,公共必修,3.0,54,唐建军,大学英语部,基础医学,
17585,68142,20181045007,离散数学,专业必修,3.0,54,杨敏,国家网络安全学院,信息安全,
17586,68141,20181058039,毛泽东思想和中国特色社会主义理论体系概论,公共必修,4.0,72,郎廷建,公共政治教学,信息安全,
17587,68140,20181056036,概率论与数理统计B,公共必修,3.0,54,王克磊,公共数学教学,信息安全,
17588,68139,20181055003,高级英语3,公共必修,2.0,0,汪火焰,大学英语部,,
17589,68138,20181024115,GNSS测量与数据处理实习,专业必修,1.0,0,张洪波,测绘学院,测绘工程,10-11周
17590,68137,20181045030,操作系统及安全设计,专业必修,1.0,0,杨敏,国家网络安全学院,信息安全（网络空间安全）,网安院A4-1实验室
17591,68136,20181033067,哲学核心问题,公共选修,2.0,0,苏德超,哲学学院,,
17592,68135,20181045015,计算机网络,专业必修,3.0,54,杜瑞颖,国家网络安全学院,信息安全（网络空间安全）,
17593,68134,20181045020,密码学,专业必修,3.0,54,唐明,国家网络安全学院,信息安全（网络空间安全）,
17594,68133,20181045021,数据库原理及安全,专业必修,3.5,63,王志波,国家网络安全学院,信息安全（网络空间安全）,
17595,68132,20181045028,密码学课程设计,专业必修,0.5,0,唐明,国家网络安全学院,信息安全（网络空间安全）,网安院A3-4实验室
17596,68131,20181045031,数据库系统安全实验,专业必修,0.5,0,王志波,国家网络安全学院,信息安全（网络空间安全）,网安院A4-5实验室
17597,68130,20181055030,西方文化名著选读,公共必修,2.0,36,余泳芳,大学英语部,数理弘毅班,
17598,68129,20181055031,西方文化名著选读,公共必修,2.0,36,文芳,大学英语部,数学与应用数学,
17599,68128,20181045006,信息安全数学基础（1）,专业必修,3.0,54,王骞,国家网络安全学院,信息安全（网络空间安全）,
17600,68127,20181045010,数据结构,专业必修,4.0,72,陈刚,国家网络安全学院,信息安全（网络空间安全）,
17601,68126,20181045013,计算机组成原理,专业必修,4.0,72,涂国庆,国家网络安全学院,信息安全（网络空间安全）,
17602,68125,20181058041,毛泽东思想和中国特色社会主义理论体系概论,公共必修,4.0,72,郎廷建,公共政治教学,信息安全（网络空间安全）,
17603,68124,20181056035,概率论与数理统计B,公共必修,3.0,54,王克磊,公共数学教学,信息安全（网络空间安全）,
17604,68123,20181055035,西方文化名著选读,公共必修,2.0,36,余泳芳,大学英语部,计算机科学与技术,
17605,68122,20181024117,GNSS测量与数据处理实习,专业必修,1.0,0,陈雪丰,测绘学院,测绘工程,10-11周
17606,68121,20181024032,误差理论与测量平差基础,专业必修,2.5,39,方兴,测绘学院,测绘工程（卓越工程师班）,双语
17607,68120,20181058135,毛泽东思想和中国特色社会主义理论体系概论,公共必修,4.0,72,万军杰,公共政治教学,测绘工程,
17608,68119,20181055168,高级英语3,公共必修,2.0,0,汪火焰,大学英语部,,
17609,68118,20181013159,病毒学,专业必修,3.0,54,朱应,生命科学学院,生物技术,
17610,68117,20181045017,计算机网络,专业必修,3.0,54,沈志东,国家网络安全学院,信息安全,
17611,68116,20181055004,高级英语3,公共必修,2.0,0,汪火焰,大学英语部,,
17612,68115,20181024013,遥感原理与应用,专业必修,2.5,36,张毅,测绘学院,测绘工程（卓越工程师班）,
17613,68114,20181024105,地理信息系统实习,专业必修,1.5,0,胡春春,测绘学院,测绘工程（卓越工程师班）,15-17周
17614,68113,20181024127,物理大地测量学,专业必修,2.5,45,徐新禹,测绘学院,测绘工程（卓越工程师班）,
17615,68112,20181024125,物理大地测量学实习,专业必修,1.0,0,徐新禹,测绘学院,测绘工程（卓越工程师班）,18-19周
17616,68111,20181024081,FORTRAN 语言程序设计,专业必修,2.0,27,金涛勇,测绘学院,测绘工程（卓越工程师班）,
17617,68110,20181024110,摄影测量与遥感实习,专业必修,1.5,0,朱惠萍,测绘学院,测绘工程（卓越工程师班）,12-14周
17618,68109,20181045056,密码学课程设计,专业必修,0.5,0,崔竞松,国家网络安全学院,信息安全,计算机学院A302实验室
17619,68108,20181045058,操作系统及安全设计,专业必修,1.0,0,赵磊,国家网络安全学院,信息安全,计算机学院A302实验室
17620,68107,20181045060,数据库系统安全实验,专业必修,0.5,0,王志波,国家网络安全学院,信息安全,11-16周周四6-10节网安院A4-5实验室
17621,68106,20181045016,计算机网络,专业必修,3.0,54,李俊娥,国家网络安全学院,信息安全,
17622,68105,20181045018,密码学,专业必修,3.0,54,崔竞松,国家网络安全学院,信息安全,
17623,68104,20181045019,密码学,专业必修,3.0,54,王张宜,国家网络安全学院,信息安全,
17624,68103,20181045057,密码学课程设计,专业必修,0.5,0,王张宜,国家网络安全学院,信息安全,网安院A3-1、A3-2实验室
17625,68102,20181045059,操作系统及安全设计,专业必修,1.0,0,严飞,国家网络安全学院,信息安全,网安院A3-1、A3-2实验室
17626,68101,20181045061,数据库系统安全实验,专业必修,0.5,0,余发江,国家网络安全学院,信息安全,计算机学院A302实验室
17627,68100,20181045069,计算机网络,专业必修,3.0,54,林海,国家网络安全学院,信息安全,
17628,68099,20172005476,毕业实习,专业必修,2.0,0,邓新明,经济与管理学院,,
17629,68098,20172005453,毕业论文,专业必修,6.0,0,邓新明,经济与管理学院,,
17630,68097,20181055157,大学英语4,公共必修,3.0,54,唐建军,大学英语部,口腔医学（5+3）,
17631,68096,20181024116,GNSS测量与数据处理实习,专业必修,1.0,0,刘万科,测绘学院,测绘工程,10-11周
17632,68095,20181021194,程序设计训练,专业必修,1.0,0,刘华俊,计算机学院,物联网工程,
17633,68094,20181021195,物联网工程综合训练,专业必修,1.0,0,黄建忠,计算机学院,物联网工程,
17634,68093,20181055160,大学英语4,公共必修,3.0,54,陈?,大学英语部,临床医学(5+3),
17635,68092,20181024120,GNSS测量与数据处理实习,专业必修,1.0,0,,测绘学院,测绘工程,10-11周
17636,68091,20181024011,遥感原理与应用,专业必修,2.5,36,李杰,测绘学院,测绘工程,
17637,68090,20181024097,海底地形测量及数据处理,专业必修,2.5,45,王爱学,测绘学院,测绘工程,
17638,68089,20181024099,卫星海洋学,专业选修,2.0,36,李大炜,测绘学院,测绘工程,
17639,68088,20181024142,FORTRAN 语言程序设计,专业必修,2.0,27,温扬茂,测绘学院,测绘工程,
17640,68087,20181024073,GNSS原理及其应用,专业必修,3.0,54,王甫红,测绘学院,测绘工程,
17641,68086,20181055166,大学英语4,公共必修,3.0,54,李新星,大学英语部,口腔医学(八),
17642,68085,20181024119,GNSS测量与数据处理实习,专业必修,1.0,0,,测绘学院,测绘工程,10-11周
17643,68084,20181024114,GNSS测量与数据处理实习,专业必修,1.0,0,张万威,测绘学院,测绘工程,10-11周
17644,68083,20181024070,GNSS原理及其应用,专业必修,3.0,54,张小红,测绘学院,测绘工程,
17645,68082,20181024121,GNSS测量与数据处理实习,专业必修,1.0,0,章迪,测绘学院,测绘工程（卓越工程师班）,10-11周
17646,68081,20181024074,GNSS原理及其应用,专业必修,3.0,45,周晓慧,测绘学院,测绘工程（卓越工程师班）,双语
17647,68080,20181055159,大学英语4,公共必修,3.0,54,李加莉,大学英语部,临床医学(5+3),
17648,68079,20181055007,英美经典短篇小说赏析,公共必修,2.0,0,程向莉,大学英语部,,
17649,68078,20181021293,初级项目实践（暑期）,专业必修,1.0,0,王峰,计算机学院,软件工程,跟随老师做项目的学生选此课头
17650,68077,20181024104,遥感实习,专业必修,1.5,0,刘汇慧,测绘学院,测绘工程,1-3周
17651,68076,20181055149,大学英语4,公共必修,3.0,54,李新星,大学英语部,临床医学(五),
17652,68075,20181055012,英国社会与文化,公共必修,2.0,0,唐加宁,大学英语部,,
17653,68074,20181055156,大学英语4,公共必修,3.0,54,李新星,大学英语部,口腔医学(五),
17654,68073,20181055165,大学英语4,公共必修,3.0,54,陈?,大学英语部,临床医学（八）,
17655,68072,20172101203,形势与政策,公共必修,2.0,36,吴泽娟,形势与政策教育中心,生物制药,
17656,68071,20181055018,英国社会与文化,公共必修,2.0,0,唐加宁,大学英语部,,
17657,68070,20181055158,大学英语4,公共必修,3.0,54,李鹏,大学英语部,临床医学(5+3),
17658,68069,20181055163,大学英语4,公共必修,3.0,54,李鹏,大学英语部,临床医学（八）,
17659,68068,20181055146,大学英语4,公共必修,3.0,54,李鹏,大学英语部,药学类,
17660,68067,20181055154,大学英语4,公共必修,3.0,54,陈?,大学英语部,护理学,
17661,68066,20181055024,英国社会与文化,公共必修,2.0,0,方妍,大学英语部,,
17662,68065,20181024039,地图学基础,专业必修,2.5,36,乔俊军,测绘学院,测绘工程,
17663,68064,20181024077,FORTRAN 语言程序设计,专业必修,2.0,27,钟波,测绘学院,测绘工程,
17664,68063,20181024069,GNSS原理及其应用,专业必修,3.0,54,魏二虎,测绘学院,测绘工程,
17665,68062,20181055009,英国社会与文化,公共必修,2.0,0,唐加宁,大学英语部,,
17666,68061,20181055150,大学英语4,公共必修,3.0,54,唐建军,大学英语部,临床医学(五),
17667,68060,20181024046,地磁学,专业必修,3.0,54,王正涛,测绘学院,地球物理学,
17668,68059,20181024051,地球物理学原理,专业必修,3.0,45,陈巍,测绘学院,地球物理学,
17669,68058,20181024092,重力与固体潮,专业必修,4.0,72,褚永海,测绘学院,地球物理学,
17670,68057,20181055025,英国社会与文化,公共必修,2.0,0,方妍,大学英语部,,
17671,68056,20181055147,大学英语4,公共必修,3.0,54,李加莉,大学英语部,药学类,
17672,68055,20181055022,英国社会与文化,公共必修,2.0,0,周玲,大学英语部,,
17673,68054,20181055011,英国社会与文化,公共必修,2.0,0,徐鸿,大学英语部,,
17674,68053,20181055164,大学英语4,公共必修,3.0,54,李加莉,大学英语部,临床医学（八）,
17675,68052,20181055015,英国社会与文化,公共必修,2.0,0,唐加宁,大学英语部,,
17676,68051,20181055019,英国社会与文化,公共必修,2.0,36,周新迓,大学英语部,,
17677,68050,20181055148,大学英语4,公共必修,3.0,54,陈?,大学英语部,药学类,
17678,68049,20181055013,英国社会与文化,公共必修,2.0,0,周新迓,大学英语部,,
17679,68048,20181055161,大学英语4,公共必修,3.0,54,李新星,大学英语部,临床医学(5+3),
17680,68047,20181055016,英国社会与文化,公共必修,2.0,0,周新迓,大学英语部,,
17681,68046,20181024061,惯性导航原理,专业必修,2.0,36,牛小骥,测绘学院,导航工程,
17682,68045,20181024053,嵌入式系统,专业必修,3.0,27,巢佰崇,测绘学院,导航工程,上课地点学院机房302
17683,68044,20181024111,最优估计课程设计,专业必修,1.0,0,吴云,测绘学院,导航工程,1-2周
17684,68043,20181024060,GNSS接收机原理,专业必修,2.0,36,张鹏,测绘学院,导航工程,
17685,68042,20181024014,数字信号处理,专业必修,2.0,36,巢佰崇,测绘学院,导航工程,
17686,68041,20181055027,英国社会与文化,公共必修,2.0,0,方妍,大学英语部,,
17687,68040,20181055010,英国社会与文化,公共必修,2.0,0,周新迓,大学英语部,,
17688,68039,20181055008,英国社会与文化,公共必修,2.0,0,徐鸿,大学英语部,,
17689,68038,20181055005,英美经典短篇小说赏析,公共必修,2.0,0,程向莉,大学英语部,,
17690,68037,20181055020,英国社会与文化,公共必修,2.0,0,周玲,大学英语部,,
17691,68036,20181055138,大学英语4,公共必修,3.0,54,黄琼,大学英语部,软件工程,
17692,68035,20181055006,英美经典短篇小说赏析,公共必修,2.0,0,程向莉,大学英语部,,
17693,68034,20181055014,英国社会与文化,公共必修,2.0,0,徐鸿,大学英语部,,
17694,68033,20181055021,英国社会与文化,公共必修,2.0,0,周玲,大学英语部,,
17695,68032,20181055026,英国社会与文化,公共必修,2.0,0,方妍,大学英语部,,
17696,68031,20181055151,大学英语4,公共必修,3.0,54,李鹏,大学英语部,预防医学,
17697,68030,20181055029,西方文化名著选读,公共必修,2.0,36,文芳,大学英语部,国学弘毅班,
17698,68029,20181055017,英国社会与文化,公共必修,2.0,0,徐鸿,大学英语部,,
17699,68028,20181055023,英国社会与文化,公共必修,2.0,0,周玲,大学英语部,,
17700,68027,20181055153,大学英语4,公共必修,3.0,54,李加莉,大学英语部,全球健康学（试验班）,
17701,68026,20181055162,大学英语4,公共必修,3.0,54,唐建军,大学英语部,医学检验技术,
17702,68025,20181058024,毛泽东思想和中国特色社会主义理论体系概论,公共必修,4.0,72,范卫青,公共政治教学,地球物理学,
17703,68024,20181056006,概率论与数理统计B,公共必修,3.0,54,饶志平,公共数学教学,地球物理学,
17704,68023,20181024143,数字摄影测量学,专业必修,2.0,32,徐芳,测绘学院,测绘工程,
17705,68022,20181021232,解释器构造实践,专业必修,1.5,0,李蓉蓉,计算机学院,软件工程,实验在原国软机房A4-5，11-13节
17706,68021,20181021231,系统级程序设计,专业必修,2.0,36,韩波,计算机学院,软件工程,
17707,68020,20181021235,系统级程序设计实验,专业必修,0.5,0,韩波,计算机学院,软件工程,实验在原国软机房A4-2/4-3
17708,68019,20181056008,概率论与数理统计B,公共必修,3.0,54,钟六一,公共数学教学,测绘工程,
17709,68018,20181058047,毛泽东思想和中国特色社会主义理论体系概论,公共必修,4.0,72,李美幸,公共政治教学,软件工程,计算机学院阶梯教室
17710,68017,20181057034,大学物理B（下）,公共必修,3.0,54,管志强,公共物理教学,软件工程,
17711,68016,20181021082,数据结构与算法实验,专业必修,0.5,0,汪鼎文,计算机学院,软件工程,实验在原国软机房A4-5
17712,68015,20181021065,计算机组织与体系结构,专业必修,3.0,54,胡启平,计算机学院,软件工程,
17713,68014,20181021071,面向对象程序设计（JAVA）,专业必修,2.0,36,李雪飞,计算机学院,软件工程,
17714,68013,20181021079,面向对象程序设计实验,专业必修,0.5,0,李华玮,计算机学院,软件工程,实验在原国软机房A4-5
17715,68012,20181021055,数据结构与算法,专业必修,3.0,54,汪鼎文,计算机学院,软件工程,
17716,68011,20181056024,概率论与数理统计B,公共必修,3.0,54,雷玲,公共数学教学,软件工程,
17717,68010,20181055139,大学英语4,公共必修,3.0,54,孙志勇,大学英语部,软件工程,
17718,68009,20181022123,电子技术实验（1）,专业必修,2.0,0,高洵,电子信息学院,电子信息类,
17719,68008,20181022135,电子技术实验（2）,专业必修,1.0,0,周军,电子信息学院,电子信息类,
17720,68007,20181022098,数字系统基础,专业必修,5.0,90,周军,电子信息学院,电子信息类,
17721,68006,20181021192,程序设计训练,专业必修,1.0,0,刘华俊,计算机学院,计算机科学与技术,
17722,68005,20181058025,毛泽东思想和中国特色社会主义理论体系概论,公共必修,4.0,72,王双群,公共政治教学,测绘工程,
17723,68004,20181056007,概率论与数理统计B,公共必修,3.0,54,王文祥,公共数学教学,测绘工程,
17724,68003,20181055144,大学英语4,公共必修,3.0,54,黄琼,大学英语部,软件工程（卓越工程师班）,
17725,68002,20181021010,软件工程项目实践,专业必修,3.0,0,王峰,计算机学院,软件工程（卓越工程师班）,
17726,68001,20181021126,算法设计与分析,专业选修,3.0,54,章文,计算机学院,计算机科学与技术,
17727,68000,20181021050,系统级程序设计实验,专业必修,0.5,0,李清安,计算机学院,软件工程,实验在原国软机房A3-3/3-4
17728,67999,20181021039,系统级程序设计,专业必修,2.0,36,李清安,计算机学院,软件工程,
17729,67998,20181021042,解释器构造实践,专业必修,1.5,0,李蓉蓉,计算机学院,软件工程,实验在原国软机房A4-2/4-3
17730,67997,20181021224,数据结构与算法实验,专业必修,0.5,0,汪鼎文,计算机学院,软件工程,实验在原国软机房A3-3/3-4
17731,67996,20181021223,面向对象程序设计实验,专业必修,0.5,0,何承达,计算机学院,软件工程,实验在原国软机房A4-5
17732,67995,20181021221,面向对象程序设计（JAVA）,专业必修,2.0,36,桂浩,计算机学院,软件工程,
17733,67994,20181021219,计算机组织与体系结构,专业必修,3.0,54,赵小刚,计算机学院,软件工程,
17734,67993,20181021217,数据结构与算法,专业必修,3.0,54,方颖,计算机学院,软件工程,
17735,67992,20181055143,大学英语4,公共必修,3.0,54,孙志勇,大学英语部,软件工程,
17736,67991,20181058045,毛泽东思想和中国特色社会主义理论体系概论,公共必修,4.0,72,莫广明,公共政治教学,软件工程（卓越工程师班）,
17737,67990,20181021053,中级项目实践（暑期）,专业必修,1.5,0,罗希娟,计算机学院,软件工程（卓越工程师班）,
17738,67989,20181021051,系统级程序设计实验,专业必修,0.5,0,韩波,计算机学院,软件工程（卓越工程师班）,实验在原国软机房A4-3
17739,67988,20181021043,解释器构造实践,专业必修,1.5,0,杜卓敏,计算机学院,软件工程（卓越工程师班）,实验在原国软机房A3-3
17740,67987,20181021040,系统级程序设计,专业必修,2.0,36,韩波,计算机学院,软件工程（卓越工程师班）,
17741,67986,20172101202,形势与政策,公共必修,2.0,36,吴泽娟,形势与政策教育中心,药学,
17742,67985,20181024137,管理与市场开发实习,专业必修,1.5,0,徐亚明,测绘学院,测绘工程（卓越工程师班）,17-19周
17743,67984,20181024133,UNIX/LINUX操作系统,专业必修,2.0,27,邹贤才,测绘学院,测绘工程（卓越工程师班）,
17744,67983,20181024134,专业实习,专业必修,2.5,0,黄声享,测绘学院,测绘工程（卓越工程师班）,1-5周
17745,67982,20181024086,UNIX/LINUX操作系统,专业必修,2.0,27,李大炜,测绘学院,测绘工程,
17746,67981,20181024122,大地形变测量学课程设计及实习,专业必修,1.0,0,陈庭,测绘学院,测绘工程,1-3周
17747,67980,20181058049,毛泽东思想和中国特色社会主义理论体系概论,公共必修,4.0,72,杜蘅,公共政治教学,软件工程,
17748,67979,20181057033,大学物理B（下）,公共必修,3.0,54,魏建红,公共物理教学,软件工程,
17749,67978,20181056031,概率论与数理统计B,公共必修,3.0,54,邓爱姣,公共数学教学,软件工程,
17750,67977,20181055142,大学英语4,公共必修,3.0,54,黄琼,大学英语部,软件工程,
17751,67976,20181058026,毛泽东思想和中国特色社会主义理论体系概论,公共必修,4.0,72,万军杰,公共政治教学,导航工程,
17752,67975,20181056010,概率论与数理统计B,公共必修,3.0,54,饶志平,公共数学教学,导航工程,
17753,67974,20181055141,大学英语4,公共必修,3.0,54,孙志勇,大学英语部,软件工程,
17754,67973,20181058027,毛泽东思想和中国特色社会主义理论体系概论,公共必修,4.0,72,万军杰,公共政治教学,测绘工程（卓越工程师班）,
17755,67972,20181056011,概率论与数理统计B,公共必修,3.0,54,饶志平,公共数学教学,测绘工程（卓越工程师班）,
17756,67971,20181058048,毛泽东思想和中国特色社会主义理论体系概论,公共必修,4.0,72,吴向伟,公共政治教学,软件工程,
17757,67970,20181057032,大学物理B（下）,公共必修,3.0,54,艾志伟,公共物理教学,软件工程,
17758,67969,20181021077,初级项目实践（暑期）,专业必修,1.0,0,何国良,计算机学院,软件工程,
17759,67968,20181021083,数据结构与算法实验,专业必修,0.5,0,刘峰,计算机学院,软件工程,实验在原国软机房A4-2/4-3
17760,67967,20181021066,计算机组织与体系结构,专业必修,3.0,54,胡启平,计算机学院,软件工程,
17761,67966,20181021056,数据结构与算法,专业必修,3.0,54,刘峰,计算机学院,软件工程,
17762,67965,20181021080,面向对象程序设计实验,专业必修,0.5,0,李华玮,计算机学院,软件工程,实验在原国软机房A4-5
17763,67964,20181021072,面向对象程序设计（JAVA）,专业必修,2.0,36,钟鸣,计算机学院,软件工程,
17764,67963,20181056030,概率论与数理统计B,公共必修,3.0,54,让光林,公共数学教学,软件工程,
17765,67962,20181055140,大学英语4,公共必修,3.0,54,黄琼,大学英语部,软件工程,
17766,67961,20181058046,毛泽东思想和中国特色社会主义理论体系概论,公共必修,4.0,72,唐皇凤,公共政治教学,软件工程（卓越工程师班）,
17767,67960,20181057035,大学物理B（下）,公共必修,3.0,54,付德君,公共物理教学,软件工程（卓越工程师班）,
17768,67959,20181021084,数据结构与算法实验,专业必修,0.5,0,刘婧,计算机学院,软件工程（卓越工程师班）,"实验在原国软机房A4-3,11-12节"
17769,67958,20181021057,数据结构与算法,专业必修,3.0,54,刘婧,计算机学院,软件工程（卓越工程师班）,
17770,67957,20181021073,面向对象程序设计（JAVA）,专业必修,2.0,36,桂浩,计算机学院,软件工程（卓越工程师班）,
17771,67956,20181021067,计算机组织与体系结构,专业必修,3.0,54,赵小刚,计算机学院,软件工程（卓越工程师班）,
17772,67955,20181021078,初级项目实践（暑期）,专业必修,1.0,0,罗希娟,计算机学院,软件工程（卓越工程师班）,
17773,67954,20181021081,面向对象程序设计实验,专业必修,0.5,0,何承达,计算机学院,软件工程（卓越工程师班）,实验在原国软机房A3-3
17774,67953,20181056027,概率论与数理统计B,公共必修,3.0,54,邓世容,公共数学教学,软件工程（卓越工程师班）,英文授课
17775,67952,20181055145,大学英语4,公共必修,3.0,54,孙志勇,大学英语部,软件工程（卓越工程师班）,
17776,67951,20181024041,地图学基础,专业必修,2.5,36,乔俊军,测绘学院,测绘工程,
17777,67950,20181024079,FORTRAN 语言程序设计,专业必修,2.0,27,金涛勇,测绘学院,测绘工程,
17778,67949,20181024010,遥感原理与应用,专业必修,2.5,36,刘汇慧,测绘学院,测绘工程,
17779,67948,20181024048,空间数据库原理,专业必修,2.0,32,胡春春,测绘学院,测绘工程,
17780,67947,20181024072,GNSS原理及其应用,专业必修,3.0,54,刘万科,测绘学院,测绘工程,
17781,67946,20181058134,毛泽东思想和中国特色社会主义理论体系概论,公共必修,4.0,72,范卫青,公共政治教学,测绘工程,
17782,67945,20181056009,概率论与数理统计B,公共必修,3.0,54,程学光,公共数学教学,测绘工程,
17783,67944,20181021052,中级项目实践（暑期）,专业必修,1.5,0,谢晓园,计算机学院,软件工程,实践课
17784,67943,20181021049,系统级程序设计实验,专业必修,0.5,0,李清安,计算机学院,软件工程,实验在原国软机房A3-3/3-4
17785,67942,20181021041,解释器构造实践,专业必修,1.5,0,李清安,计算机学院,软件工程,实验在原国软机房A4-5
17786,67941,20181021038,系统级程序设计,专业必修,2.0,36,李清安,计算机学院,软件工程,
17787,67940,20181021009,软件工程项目实践,专业必修,3.0,0,何璐璐,计算机学院,软件工程,实践课程
17788,67939,20181021123,计算机体系结构,专业必修,4.0,54,贺莲,计算机学院,计算机科学与技术(卓越工程师),
17789,67938,20181021128,算法设计与分析,专业选修,3.0,54,田纲,计算机学院,计算机科学与技术(卓越工程师),
17790,67937,20181021144,计算机网络与通信原理,专业必修,3.0,54,张健,计算机学院,计算机科学与技术(卓越工程师),
17791,67936,20181021167,操作系统设计,专业必修,1.0,0,郑鹏,计算机学院,计算机科学与技术(卓越工程师),8?16周周五晚上10-13，计算机学院B302，18:30上课
17792,67935,20181021172,大型应用软件设计,专业必修,1.0,0,伍春香,计算机学院,计算机科学与技术(卓越工程师),1-12周周六晚上10-13，计算机学院B303，18:30上课
17793,67934,20181021173,嵌入式系统,专业必修,3.0,54,武小平,计算机学院,计算机科学与技术(卓越工程师),
17794,67933,20181021189,嵌入式系统设计实验,专业必修,1.0,0,武小平,计算机学院,计算机科学与技术(卓越工程师),8?16周周六上午1-4，计算机学院C103
17795,67932,20181021190,工程项目实践,专业必修,2.0,0,郑鹏,计算机学院,计算机科学与技术(卓越工程师),
17796,67931,20172074003,国际政治经济学,专业必修,2.0,0,尹黎,WTO学院,,
17797,67930,20181021130,编译原理,专业必修,3.0,54,玄跻峰,计算机学院,计算机科学与技术,
17798,67929,20181021164,操作系统设计,专业必修,1.0,0,宋伟,计算机学院,计算机科学与技术,8?16周周六下午6-9，计算机学院B302
17799,67928,20181021120,计算机体系结构,专业必修,2.0,36,赵小刚,计算机学院,计算机科学与技术,
17800,67927,20181021169,大型应用软件设计,专业必修,1.0,0,马于涛,计算机学院,计算机科学与技术,4-12周周五晚上10-13，计算机学院B303，18:30上课
17801,67926,20181021141,计算机网络与通信原理,专业必修,3.0,54,吕慧,计算机学院,计算机科学与技术,
17802,67925,20181024037,变形监测数据处理,专业必修,2.0,28,黄声享,测绘学院,测绘工程,
17803,67924,20181024108,工程测量学课程设计与实习,专业必修,2.0,0,梅文胜,测绘学院,测绘工程,1-3周
17804,67923,20181024087,UNIX/LINUX操作系统,专业必修,2.0,27,汪建军,测绘学院,测绘工程,
17805,67922,20181024102,遥感实习,专业必修,1.5,0,李妍,测绘学院,测绘工程,1-3周
17806,67921,20181024088,UNIX/LINUX操作系统,专业必修,2.0,27,刘洋,测绘学院,测绘工程,
17807,67920,20181021170,大型应用软件设计,专业必修,1.0,0,李晓剑,计算机学院,计算机科学与技术,4-12周周六晚上10-13，计算机学院B303，18:30上课
17808,67919,20181021142,计算机网络与通信原理,专业必修,3.0,54,张沪寅,计算机学院,计算机科学与技术,
17809,67918,20181021131,编译原理,专业必修,3.0,54,应时,计算机学院,计算机科学与技术,
17810,67917,20181021165,操作系统设计,专业必修,1.0,0,李蓉蓉,计算机学院,计算机科学与技术,8?16周周二下午6-9，计算机学院B303
17811,67916,20181024126,物理大地测量学,专业必修,3.0,54,李建成,测绘学院,测绘工程,
17812,67915,20181024068,GNSS原理及其应用,专业必修,3.0,54,徐晓华,测绘学院,测绘工程,
17813,67914,20181024007,遥感原理与应用,专业必修,2.5,36,张景雄,测绘学院,测绘工程,
17814,67913,20181024038,地图学基础,专业必修,2.5,36,李妍,测绘学院,测绘工程,
17815,67912,20181024076,FORTRAN 语言程序设计,专业必修,2.0,27,钟波,测绘学院,测绘工程,
17816,67911,20181021129,编译原理,专业必修,3.0,54,袁梦霆,计算机学院,计算机科学与技术,
17817,67910,20181021163,操作系统设计,专业必修,1.0,0,宋伟,计算机学院,计算机科学与技术,8?16周周五下午6-9，计算机学院B303
17818,67909,20181021119,计算机体系结构,专业必修,2.0,36,陈丹,计算机学院,计算机科学与技术,
17819,67908,20181021168,大型应用软件设计,专业必修,1.0,0,王健,计算机学院,计算机科学与技术,4-12周周五晚上10-13，计算机学院B303，18:30上课
17820,67907,20181021140,计算机网络与通信原理,专业必修,3.0,54,吴黎兵,计算机学院,计算机科学与技术,
17821,67906,20181021125,算法设计与分析,专业选修,3.0,54,李元香,计算机学院,计算机科学与技术,
17822,67905,20181021193,程序设计训练,专业必修,1.0,0,刘华俊,计算机学院,计算机科学与技术,
17823,67904,20181021196,综合设计实践,专业必修,2.0,0,余纯武,计算机学院,计算机科学与技术(卓越工程师),
17824,67903,20181021188,嵌入式系统设计实验,专业必修,1.0,0,刘树波,计算机学院,物联网工程,8?16周周一晚上10-13，计算机学院C103，18:30上课
17825,67902,20181021124,计算机网络,专业必修,3.0,54,钱铁云,计算机学院,物联网工程,
17826,67901,20181021179,物联网数据处理,专业必修,3.0,54,韩镇,计算机学院,物联网工程,
17827,67900,20181021182,无线传感器网络综合设计,专业必修,1.0,0,王毅,计算机学院,物联网工程,7?15周周四晚上10-13、周五晚上10-13，计算机学院C102，18:30上课
17828,67899,20181021183,传感网原理及应用,专业必修,3.0,45,刘丹丹,计算机学院,物联网工程,
17829,67898,20181021171,大型应用软件设计,专业必修,1.0,0,杜卓敏,计算机学院,计算机科学与技术,4-12周周五晚上10-13，计算机学院B302，18:30上课
17830,67897,20181021143,计算机网络与通信原理,专业必修,3.0,54,黄传河,计算机学院,计算机科学与技术,
17831,67896,20181021127,算法设计与分析,专业选修,3.0,54,刘娟,计算机学院,计算机科学与技术,
17832,67895,20181021132,编译原理,专业必修,3.0,54,杜卓敏,计算机学院,计算机科学与技术,
17833,67894,20181021166,操作系统设计,专业必修,1.0,0,曾平,计算机学院,计算机科学与技术,8?16周周六晚上10-13，计算机学院B303，18:30上课
17834,67893,20181021121,计算机体系结构,专业必修,2.0,36,何水兵,计算机学院,计算机科学与技术,
